Frame,Time,Speed,Gear,RPM,Tyre_FL,Tyre_FR,Tyre_RL,Tyre_RR
46536,735.037,188,4,11631,21.8428,21.8428,24.8167,24.8167
46537,735.055,189,4,11647,21.8428,21.8428,24.8167,24.8167
46538,735.064,189,4,11665,21.8428,21.8428,24.8167,24.8167
46539,735.083,189,4,11683,21.8428,21.8428,24.8167,24.8167
46540,735.101,189,4,11699,21.8428,21.8428,24.8167,24.8167
46541,735.12,190,4,11715,21.8428,21.8428,24.8167,24.8167
46542,735.129,190,4,11715,21.8428,21.8428,24.8167,24.8167
46543,735.148,190,4,11749,21.8428,21.8428,24.8167,24.8167
46544,735.167,191,4,11767,21.8428,21.8428,24.8167,24.8167
46545,735.186,191,4,11787,21.8428,21.8428,24.8167,24.8167
46546,735.204,191,4,11808,21.8428,21.8428,24.8167,24.8167
46547,735.213,191,4,11808,21.8428,21.8428,24.8167,24.8167
46548,735.232,192,4,11846,21.8428,21.8428,24.8167,24.8167
46549,735.25,192,4,11862,21.8428,21.8428,24.8167,24.8167
46550,735.269,192,4,11879,21.8428,21.8428,24.8167,24.8167
46551,735.287,193,4,11893,21.8428,21.8428,24.8167,24.8167
46552,735.297,193,4,11893,21.8428,21.8428,24.8167,24.8167
46553,735.315,193,4,11925,21.8428,21.8428,24.8167,24.8167
46554,735.334,193,4,11939,21.8428,21.8428,24.8167,24.8167
46555,735.353,194,4,11955,21.8428,21.8428,24.8167,24.8167
46556,735.362,194,4,11955,21.8428,21.8428,24.8167,24.8167
46557,735.381,194,4,11989,21.8428,21.8428,24.8167,24.8167
46558,735.399,195,4,12066,21.8428,21.8428,24.8167,24.8167
46559,735.418,195,4,12153,21.8428,21.8428,24.8167,24.8167
46560,735.437,196,4,12197,21.8428,21.8428,24.8167,24.8167
46561,735.446,196,4,12197,21.8428,21.8428,24.8167,24.8167
46562,735.465,197,4,12269,21.8428,21.8428,24.8167,24.8167
46563,735.483,197,4,12311,21.8428,21.8428,24.8167,24.8167
46564,735.501,198,4,12340,21.8428,21.8428,24.8167,24.8167
46565,735.52,198,4,12366,21.8428,21.8428,24.8167,24.8167
46566,735.529,198,4,12366,21.8428,21.8428,24.8167,24.8167
46567,735.547,199,4,12397,21.8428,21.8428,24.8167,24.8167
46568,735.566,199,4,12416,21.8428,21.8428,24.8167,24.8167
46569,735.585,200,4,12449,21.8428,21.8428,24.8167,24.8167
46570,735.604,200,4,12518,21.8428,21.8428,24.8167,24.8167
46571,735.614,201,4,12561,21.8428,21.8428,24.8167,24.8167
46572,735.634,201,4,12590,21.8428,21.8428,24.8167,24.8167
46573,735.654,202,4,12616,21.8428,21.8428,24.8167,24.8167
46574,735.664,202,4,12643,21.8428,21.8428,24.8167,24.8167
46575,735.684,203,4,12670,21.8428,21.8428,24.8167,24.8167
46576,735.694,203,4,12670,21.8428,21.8428,24.8167,24.8167
46577,735.714,204,5,11558,21.8428,21.8428,24.8167,24.8167
46578,735.734,205,5,11286,21.8428,21.8428,24.8167,24.8167
46579,735.744,205,5,11286,21.8428,21.8428,24.8167,24.8167
46580,735.763,205,5,11194,21.8428,21.8428,24.8167,24.8167
46581,735.783,207,5,11192,21.8428,21.8428,24.8167,24.8167
46582,735.793,207,5,11192,21.8428,21.8428,24.8167,24.8167
46583,735.813,207,5,11220,21.8428,21.8428,24.8167,24.8167
46584,735.833,208,5,11274,21.8428,21.8428,24.8167,24.8167
46585,735.843,208,5,11274,21.8428,21.8428,24.8167,24.8167
46586,735.863,209,5,11300,21.8428,21.8428,24.8167,24.8167
46587,735.883,210,5,11353,21.8428,21.8428,24.8167,24.8167
46588,735.893,210,5,11353,21.8428,21.8428,24.8167,24.8167
46589,735.913,210,5,11382,21.8428,21.8428,24.8167,24.8167
46590,735.933,211,5,11433,21.8428,21.8428,24.8167,24.8167
46591,735.943,211,5,11433,21.8428,21.8428,24.8167,24.8167
46592,735.964,212,5,11491,21.8428,21.8428,24.8167,24.8167
46593,735.975,212,5,11491,21.8428,21.8428,24.8167,24.8167
46594,735.996,213,5,11517,21.8428,21.8428,24.8167,24.8167
46595,736.016,214,5,11572,21.8428,21.8428,24.8167,24.8167
46596,736.026,214,5,11572,21.8428,21.8428,24.8167,24.8167
46597,736.046,214,5,11597,21.8428,21.8428,24.8167,24.8167
46598,736.066,215,5,11639,21.8428,21.8428,24.8167,24.8167
46599,736.085,216,5,11661,21.8428,21.8428,24.8167,24.8167
46600,736.104,216,5,11681,21.8428,21.8428,24.8167,24.8167
46601,736.113,216,5,11681,21.8428,21.8428,24.8167,24.8167
46602,736.132,217,5,11729,21.8428,21.8428,24.8167,24.8167
46603,736.15,218,5,11758,21.8428,21.8428,24.8167,24.8167
46604,736.169,218,5,11783,21.8428,21.8428,24.8167,24.8167
46605,736.187,219,5,11803,21.8428,21.8428,24.8167,24.8167
46606,736.196,219,5,11803,21.8428,21.8428,24.8167,24.8167
46607,736.215,220,5,11841,21.8428,21.8428,24.8167,24.8167
46608,736.233,220,5,11850,21.8428,21.8428,24.8167,24.8167
46609,736.251,221,5,11849,21.8428,21.8428,24.8167,24.8167
46610,736.27,221,5,11851,21.8428,21.8428,24.8167,24.8167
46611,736.279,221,5,11851,21.8428,21.8428,24.8167,24.8167
46612,736.297,222,5,11869,21.8428,21.8428,24.8167,24.8167
46613,736.316,222,5,11866,21.8428,21.8428,24.8167,24.8167
46614,736.335,222,5,11823,21.8428,21.8428,24.8167,24.8167
46615,736.353,222,5,11816,21.8428,21.8428,24.8167,24.8167
46616,736.371,222,5,11781,21.8428,21.8428,24.8167,24.8167
46617,736.38,222,5,11767,21.8428,21.8428,24.8167,24.8167
46618,736.398,222,5,11757,21.8428,21.8428,24.8167,24.8167
46619,736.417,222,5,11748,21.8428,21.8428,24.8167,24.8167
46620,736.435,222,5,11741,21.8428,21.8428,24.8167,24.8167
46621,736.453,222,5,11738,21.8428,21.8428,24.8167,24.8167
46622,736.471,222,5,11739,21.8428,21.8428,24.8167,24.8167
46623,736.48,222,5,11738,21.8428,21.8428,24.8167,24.8167
46624,736.499,222,5,11741,21.8428,21.8428,24.8167,24.8167
46625,736.517,222,5,11742,21.8428,21.8428,24.8167,24.8167
46626,736.535,222,5,11742,21.8428,21.8428,24.8167,24.8167
46627,736.553,222,5,11742,21.8428,21.8428,24.8167,24.8167
46628,736.562,222,5,11742,21.8428,21.8428,24.8167,24.8167
46629,736.58,222,5,11749,21.8428,21.8428,24.8167,24.8167
46630,736.599,222,5,11752,21.8428,21.8428,24.8167,24.8167
46631,736.617,222,5,11753,21.8428,21.8428,24.8167,24.8167
46632,736.635,222,5,11756,21.8428,21.8428,24.8167,24.8167
46633,736.654,222,5,11759,21.8428,21.8428,24.8167,24.8167
46634,736.663,222,5,11759,21.8428,21.8428,24.8167,24.8167
46635,736.681,222,5,11761,21.8428,21.8428,24.8167,24.8167
46636,736.699,222,5,11766,21.8428,21.8428,24.8167,24.8167
46637,736.717,222,5,11771,21.8428,21.8428,24.8167,24.8167
46638,736.735,222,5,11773,21.8428,21.8428,24.8167,24.8167
46639,736.753,222,5,11776,21.8428,21.8428,24.8167,24.8167
46640,736.771,222,5,11780,21.8428,21.8428,24.8167,24.8167
46641,736.788,222,5,11787,21.8428,21.8428,24.8167,24.8167
46642,736.797,222,5,11793,21.8428,21.8428,24.8167,24.8167
46643,736.815,222,5,11808,21.8428,21.8428,24.8167,24.8167
46644,736.833,223,5,11826,21.8428,21.8428,24.8167,24.8167
46645,736.851,223,5,11851,21.8428,21.8428,24.8167,24.8167
46646,736.869,223,5,11923,21.8428,21.8428,24.8167,24.8167
46647,736.888,223,5,11954,21.8428,21.8428,24.8167,24.8167
46648,736.897,224,5,11976,21.8428,21.8428,24.8167,24.8167
46649,736.916,224,5,12011,21.8428,21.8428,24.8167,24.8167
46650,736.934,224,5,12040,21.8428,21.8428,24.8167,24.8167
46651,736.953,225,5,12068,21.8428,21.8428,24.8167,24.8167
46652,736.972,225,5,12091,21.8428,21.8428,24.8167,24.8167
46653,736.981,225,5,12114,21.8428,21.8428,24.8167,24.8167
46654,737,226,5,12134,21.8428,21.8428,24.8167,24.8167
46655,737.018,226,5,12157,21.8428,21.8428,24.8167,24.8167
46656,737.035,227,5,12177,21.8428,21.8428,24.8167,24.8167
46657,737.053,227,5,12195,21.8428,21.8428,24.8167,24.8167
46658,737.071,227,5,12214,21.8428,21.8428,24.8167,24.8167
46659,737.088,228,5,12234,21.8428,21.8428,24.8167,24.8167
46660,737.097,228,5,12254,21.8428,21.8428,24.8167,24.8167
46661,737.116,229,5,12276,21.8428,21.8428,24.8167,24.8167
46662,737.134,229,5,12297,21.8428,21.8428,24.8167,24.8167
46663,737.152,229,5,12317,21.8428,21.8428,24.8167,24.8167
46664,737.17,230,5,12338,21.8428,21.8428,24.8167,24.8167
46665,737.189,230,5,12359,21.8428,21.8428,24.8167,24.8167
46666,737.198,231,5,12374,21.8428,21.8428,24.8167,24.8167
46667,737.217,231,5,12396,21.8428,21.8428,24.8167,24.8167
46668,737.235,231,5,12417,21.8428,21.8428,24.8167,24.8167
46669,737.253,232,5,12447,21.8428,21.8428,24.8167,24.8167
46670,737.272,232,6,11692,21.8428,21.8428,24.8167,24.8167
46671,737.281,233,6,11388,21.8428,21.8428,24.8167,24.8167
46672,737.299,233,6,11112,21.8428,21.8428,24.8167,24.8167
46673,737.318,234,6,10939,21.8428,21.8428,24.8167,24.8167
46674,737.336,234,6,10918,21.8428,21.8428,24.8167,24.8167
46675,737.355,235,6,10935,21.8428,21.8428,24.8167,24.8167
46676,737.364,235,6,10957,21.8428,21.8428,24.8167,24.8167
46677,737.382,236,6,10977,21.8428,21.8428,24.8167,24.8167
46678,737.4,236,6,10994,21.8428,21.8428,24.8167,24.8167
46679,737.418,236,6,11009,21.8428,21.8428,24.8167,24.8167
46680,737.437,237,6,11026,21.8428,21.8428,24.8167,24.8167
46681,737.455,237,6,11044,21.8428,21.8428,24.8167,24.8167
46682,737.464,238,6,11063,21.8428,21.8428,24.8167,24.8167
46683,737.482,238,6,11080,21.8428,21.8428,24.8167,24.8167
46684,737.5,239,6,11101,21.8428,21.8428,24.8167,24.8167
46685,737.519,239,6,11120,21.8428,21.8428,24.8167,24.8167
46686,737.537,239,6,11137,21.8428,21.8428,24.8167,24.8167
46687,737.555,240,6,11151,21.8428,21.8428,24.8167,24.8167
46688,737.565,240,6,11153,21.8428,21.8428,24.8167,24.8167
46689,737.583,240,6,11041,21.8428,21.8428,24.8167,24.8167
46690,737.602,240,6,10969,21.8428,21.8428,24.8167,24.8167
46691,737.62,240,6,10932,21.8428,21.8428,24.8167,24.8167
46692,737.63,240,6,10932,21.8428,21.8428,24.8167,24.8167
46693,737.649,240,6,10860,21.8428,21.8428,24.8167,24.8167
46694,737.667,239,6,10845,21.8428,21.8428,24.8167,24.8167
46695,737.685,239,6,10831,21.8428,21.8428,24.8167,24.8167
46696,737.703,239,6,10816,21.8428,21.8428,24.8167,24.8167
46697,737.712,239,6,10816,21.8428,21.8428,24.8167,24.8167
46698,737.73,238,6,10788,21.8428,21.8428,24.8167,24.8167
46699,737.749,238,6,10775,21.8428,21.8428,24.8167,24.8167
46700,737.767,238,6,10761,21.8428,21.8428,24.8167,24.8167
46701,737.785,237,6,10747,21.8428,21.8428,24.8167,24.8167
46702,737.803,237,6,10733,21.8428,21.8428,24.8167,24.8167
46703,737.821,237,6,10719,21.8428,21.8428,24.8167,24.8167
46704,737.83,237,6,10719,21.8428,21.8428,24.8167,24.8167
46705,737.849,236,6,10691,21.8428,21.8428,24.8167,24.8167
46706,737.867,236,6,10677,21.8428,21.8428,24.8167,24.8167
46707,737.886,235,6,10663,21.8428,21.8428,24.8167,24.8167
46708,737.895,235,6,10663,21.8428,21.8428,24.8167,24.8167
46709,737.913,235,6,10635,21.8428,21.8428,24.8167,24.8167
46710,737.932,234,6,10622,21.8428,21.8428,24.8167,24.8167
46711,737.952,234,6,10608,21.8428,21.8428,24.8167,24.8167
46712,737.961,234,6,10608,21.8428,21.8428,24.8167,24.8167
46713,737.98,234,6,10580,21.8428,21.8428,24.8167,24.8167
46714,737.999,233,6,10566,21.8428,21.8428,24.8167,24.8167
46715,738.017,233,6,10553,21.8428,21.8428,24.8167,24.8167
46716,738.036,233,6,10539,21.8428,21.8428,24.8167,24.8167
46717,738.054,232,6,10525,21.8428,21.8428,24.8167,24.8167
46718,738.064,232,6,10511,21.8428,21.8428,24.8167,24.8167
46719,738.082,232,6,10498,21.8428,21.8428,24.8167,24.8167
46720,738.1,231,6,10484,21.8428,21.8428,24.8167,24.8167
46721,738.118,231,6,10471,21.8428,21.8428,24.8167,24.8167
46722,738.137,231,6,10457,21.8428,21.8428,24.8167,24.8167
46723,738.146,231,6,10457,21.8428,21.8428,24.8167,24.8167
46724,738.164,230,6,10430,21.8428,21.8428,24.8167,24.8167
46725,738.183,230,6,10417,21.8428,21.8428,24.8167,24.8167
46726,738.201,230,6,10403,21.8428,21.8428,24.8167,24.8167
46727,738.219,229,6,10388,21.8428,21.8428,24.8167,24.8167
46728,738.236,229,6,10367,21.8428,21.8428,24.8167,24.8167
46729,738.255,229,6,10341,21.8428,21.8428,24.8167,24.8167
46730,738.264,228,6,10317,21.8428,21.8428,24.8167,24.8167
46731,738.282,228,6,10287,21.8428,21.8428,24.8167,24.8167
46732,738.3,227,6,10249,21.8428,21.8428,24.8167,24.8167
46733,738.318,227,6,10214,21.8428,21.8428,24.8167,24.8167
46734,738.336,226,6,10177,21.8428,21.8428,24.8167,24.8167
46735,738.346,226,6,10177,21.8428,21.8428,24.8167,24.8167
46736,738.365,224,6,10061,21.8428,21.8428,24.8167,24.8167
46737,738.383,223,6,10015,21.8428,21.8428,24.8167,24.8167
46738,738.402,222,6,9967,21.8428,21.8428,24.8167,24.8167
46739,738.421,221,6,9920,21.8428,21.8428,24.8167,24.8167
46740,738.43,221,6,9920,21.8428,21.8428,24.8167,24.8167
46741,738.449,219,6,9827,21.8428,21.8428,24.8167,24.8167
46742,738.467,218,6,9778,21.8428,21.8428,24.8167,24.8167
46743,738.486,217,6,9727,21.8428,21.8428,24.8167,24.8167
46744,738.496,217,6,9727,21.8428,21.8428,24.8167,24.8167
46745,738.514,215,6,9618,21.8428,21.8428,24.8167,24.8167
46746,738.533,214,6,9563,21.8428,21.8428,24.8167,24.8167
46747,738.552,213,6,9511,21.8428,21.8428,24.8167,24.8167
46748,738.57,212,6,9458,21.8428,21.8428,24.8167,24.8167
46749,738.58,212,6,9458,21.8428,21.8428,24.8167,24.8167
46750,738.598,210,6,9351,21.8428,21.8428,24.8167,24.8167
46751,738.617,208,6,9295,21.8428,21.8428,24.8167,24.8167
46752,738.636,207,6,9667,21.8428,21.8428,24.8167,24.8167
46753,738.645,207,6,9667,21.8428,21.8428,24.8167,24.8167
46754,738.664,205,5,10779,21.8428,21.8428,24.8167,24.8167
46755,738.683,204,5,10761,21.8428,21.8428,24.8167,24.8167
46756,738.701,203,5,10491,21.8428,21.8428,24.8167,24.8167
46757,738.719,202,5,10400,21.8428,21.8428,24.8167,24.8167
46758,738.737,201,5,10326,21.8428,21.8428,24.8167,24.8167
46759,738.747,200,5,10254,21.8428,21.8428,24.8167,24.8167
46760,738.765,198,5,10181,21.8428,21.8428,24.8167,24.8167
46761,738.784,197,5,10106,21.8428,21.8428,24.8167,24.8167
46762,738.802,196,5,10036,21.8428,21.8428,24.8167,24.8167
46763,738.82,194,5,9969,21.8428,21.8428,24.8167,24.8167
46764,738.829,194,5,9969,21.8428,21.8428,24.8167,24.8167
46765,738.848,192,5,9856,21.8428,21.8428,24.8167,24.8167
46766,738.867,191,5,9799,21.8428,21.8428,24.8167,24.8167
46767,738.886,190,5,9738,21.8428,21.8428,24.8167,24.8167
46768,738.895,190,5,9738,21.8428,21.8428,24.8167,24.8167
46769,738.914,187,5,9615,21.8428,21.8428,24.8167,24.8167
46770,738.932,186,5,9556,21.8428,21.8428,24.8167,24.8167
46771,738.951,185,5,9497,21.8428,21.8428,24.8167,24.8167
46772,738.97,184,5,9435,21.8428,21.8428,24.8167,24.8167
46773,738.98,184,5,9435,21.8428,21.8428,24.8167,24.8167
46774,738.999,181,5,9317,21.8428,21.8428,24.8167,24.8167
46775,739.017,180,5,9262,21.8428,21.8428,24.8167,24.8167
46776,739.036,179,5,9206,21.8428,21.8428,24.8167,24.8167
46777,739.054,178,5,9149,21.8428,21.8428,24.8167,24.8167
46778,739.064,177,5,9092,21.8428,21.8428,24.8167,24.8167
46779,739.083,176,5,9033,21.8428,21.8428,24.8167,24.8167
46780,739.102,175,5,8978,21.8428,21.8428,24.8167,24.8167
46781,739.111,175,5,8978,21.8428,21.8428,24.8167,24.8167
46782,739.13,173,5,8867,21.8428,21.8428,24.8167,24.8167
46783,739.149,172,5,8820,21.8428,21.8428,24.8167,24.8167
46784,739.168,170,5,8778,21.8428,21.8428,24.8167,24.8167
46785,739.187,170,5,8742,21.8428,21.8428,24.8167,24.8167
46786,739.196,170,5,8742,21.8428,21.8428,24.8167,24.8167
46787,739.214,168,5,8702,21.8428,21.8428,24.8167,24.8167
46788,739.233,167,5,8675,21.8428,21.8428,24.8167,24.8167
46789,739.251,167,5,8652,21.8428,21.8428,24.8167,24.8167
46790,739.269,166,5,8661,21.8428,21.8428,24.8167,24.8167
46791,739.279,166,5,8661,21.8428,21.8428,24.8167,24.8167
46792,739.297,165,5,8633,21.8428,21.8428,24.8167,24.8167
46793,739.316,165,5,8640,21.8428,21.8428,24.8167,24.8167
46794,739.334,165,5,8628,21.8428,21.8428,24.8167,24.8167
46795,739.352,165,5,8616,21.8428,21.8428,24.8167,24.8167
46796,739.37,164,5,8604,21.8428,21.8428,24.8167,24.8167
46797,739.379,164,5,8604,21.8428,21.8428,24.8167,24.8167
46798,739.398,164,5,8581,21.8428,21.8428,24.8167,24.8167
46799,739.416,164,5,8569,21.8428,21.8428,24.8167,24.8167
46800,739.434,163,5,8557,21.8428,21.8428,24.8167,24.8167
46801,739.452,163,5,8545,21.8428,21.8428,24.8167,24.8167
46802,739.47,163,5,8533,21.8428,21.8428,24.8167,24.8167
46803,739.479,163,5,8533,21.8428,21.8428,24.8167,24.8167
46804,739.499,163,5,8510,21.8428,21.8428,24.8167,24.8167
46805,739.52,163,5,8942,21.8428,21.8428,24.8167,24.8167
46806,739.53,163,5,8942,21.8428,21.8428,24.8167,24.8167
46807,739.55,162,4,10137,21.8428,21.8428,24.8167,24.8167
46808,739.569,163,4,10204,21.8428,21.8428,24.8167,24.8167
46809,739.579,163,4,10204,21.8428,21.8428,24.8167,24.8167
46810,739.598,163,4,9835,21.8428,21.8428,24.8167,24.8167
46811,739.616,162,4,9816,21.8428,21.8428,24.8167,24.8167
46812,739.635,162,4,9798,21.8428,21.8428,24.8167,24.8167
46813,739.653,162,4,9780,21.8428,21.8428,24.8167,24.8167
46814,739.67,161,4,9761,21.8428,21.8428,24.8167,24.8167
46815,739.68,161,4,9761,21.8428,21.8428,24.8167,24.8167
46816,739.697,161,4,9722,21.8428,21.8428,24.8167,24.8167
46817,739.715,160,4,9701,21.8428,21.8428,24.8167,24.8167
46818,739.733,160,4,9680,21.8428,21.8428,24.8167,24.8167
46819,739.751,160,4,9659,21.8428,21.8428,24.8167,24.8167
46820,739.769,159,4,9636,21.8428,21.8428,24.8167,24.8167
46821,739.786,159,4,9613,21.8428,21.8428,24.8167,24.8167
46822,739.804,158,4,9589,21.8428,21.8428,24.8167,24.8167
46823,739.822,158,4,9565,21.8428,21.8428,24.8167,24.8167
46824,739.831,158,4,9542,21.8428,21.8428,24.8167,24.8167
46825,739.848,157,4,9519,21.8428,21.8428,24.8167,24.8167
46826,739.865,157,4,9496,21.8428,21.8428,24.8167,24.8167
46827,739.882,157,4,9474,21.8428,21.8428,24.8167,24.8167
46828,739.9,156,4,9452,21.8428,21.8428,24.8167,24.8167
46829,739.917,156,4,9430,21.8428,21.8428,24.8167,24.8167
46830,739.934,156,4,9409,21.8428,21.8428,24.8167,24.8167
46831,739.952,155,4,9389,21.8428,21.8428,24.8167,24.8167
46832,739.971,155,4,9369,21.8428,21.8428,24.8167,24.8167
46833,739.981,155,4,9350,21.8428,21.8428,24.8167,24.8167
46834,740.002,154,4,9332,21.8428,21.8428,24.8167,24.8167
46835,740.021,154,4,9314,21.8428,21.8428,24.8167,24.8167
46836,740.039,154,4,9297,21.8428,21.8428,24.8167,24.8167
46837,740.048,154,4,9280,21.8428,21.8428,24.8167,24.8167
46838,740.065,153,4,9264,21.8428,21.8428,24.8167,24.8167
46839,740.083,153,4,9249,21.8428,21.8428,24.8167,24.8167
46840,740.1,153,4,9233,21.8428,21.8428,24.8167,24.8167
46841,740.118,153,4,9218,21.8428,21.8428,24.8167,24.8167
46842,740.135,152,4,9203,21.8428,21.8428,24.8167,24.8167
46843,740.152,152,4,9189,21.8428,21.8428,24.8167,24.8167
46844,740.169,152,4,9174,21.8428,21.8428,24.8167,24.8167
46845,740.187,152,4,9160,21.8428,21.8428,24.8167,24.8167
46846,740.205,151,4,9145,21.8428,21.8428,24.8167,24.8167
46847,740.214,151,4,9131,21.8428,21.8428,24.8167,24.8167
46848,740.232,151,4,9118,21.8428,21.8428,24.8167,24.8167
46849,740.249,151,4,9104,21.8428,21.8428,24.8167,24.8167
46850,740.267,150,4,9090,21.8428,21.8428,24.8167,24.8167
46851,740.285,150,4,9076,21.8428,21.8428,24.8167,24.8167
46852,740.303,150,4,9063,21.8428,21.8428,24.8167,24.8167
46853,740.321,150,4,9049,21.8428,21.8428,24.8167,24.8167
46854,740.33,150,4,9049,21.8428,21.8428,24.8167,24.8167
46855,740.348,149,4,9022,21.8428,21.8428,24.8167,24.8167
46856,740.365,149,4,9009,21.8428,21.8428,24.8167,24.8167
46857,740.382,149,4,8995,21.8428,21.8428,24.8167,24.8167
46858,740.399,149,4,8982,21.8428,21.8428,24.8167,24.8167
46859,740.416,148,4,8968,21.8428,21.8428,24.8167,24.8167
46860,740.432,148,4,8955,21.8428,21.8428,24.8167,24.8167
46861,740.449,148,4,8941,21.8428,21.8428,24.8167,24.8167
46862,740.466,148,4,8928,21.8428,21.8428,24.8167,24.8167
46863,740.483,147,4,8914,21.8428,21.8428,24.8167,24.8167
46864,740.5,147,4,8899,21.8428,21.8428,24.8167,24.8167
46865,740.518,147,4,8884,21.8428,21.8428,24.8167,24.8167
46866,740.535,147,4,8870,21.8428,21.8428,24.8167,24.8167
46867,740.553,146,4,8863,21.8428,21.8428,24.8167,24.8167
46868,740.57,146,4,8853,21.8428,21.8428,24.8167,24.8167
46869,740.588,146,4,8840,21.8428,21.8428,24.8167,24.8167
46870,740.597,146,4,8827,21.8428,21.8428,24.8167,24.8167
46871,740.615,146,4,8819,21.8428,21.8428,24.8167,24.8167
46872,740.633,145,4,8819,21.8428,21.8428,24.8167,24.8167
46873,740.651,145,4,8812,21.8428,21.8428,24.8167,24.8167
46874,740.668,145,4,8798,21.8428,21.8428,24.8167,24.8167
46875,740.686,145,4,8789,21.8428,21.8428,24.8167,24.8167
46876,740.704,144,4,8779,21.8428,21.8428,24.8167,24.8167
46877,740.713,144,4,8779,21.8428,21.8428,24.8167,24.8167
46878,740.731,144,4,8755,21.8428,21.8428,24.8167,24.8167
46879,740.75,144,4,8752,21.8428,21.8428,24.8167,24.8167
46880,740.768,144,4,8752,21.8428,21.8428,24.8167,24.8167
46881,740.786,144,4,8744,21.8428,21.8428,24.8167,24.8167
46882,740.804,144,4,8741,21.8428,21.8428,24.8167,24.8167
46883,740.814,143,4,8735,21.8428,21.8428,24.8167,24.8167
46884,740.832,143,4,8723,21.8428,21.8428,24.8167,24.8167
46885,740.85,143,4,8732,21.8428,21.8428,24.8167,24.8167
46886,740.868,143,4,8773,21.8428,21.8428,24.8167,24.8167
46887,740.886,143,4,8765,21.8428,21.8428,24.8167,24.8167
46888,740.904,143,4,8726,21.8428,21.8428,24.8167,24.8167
46889,740.913,143,4,8723,21.8428,21.8428,24.8167,24.8167
46890,740.931,143,4,8727,21.8428,21.8428,24.8167,24.8167
46891,740.949,143,4,8730,21.8428,21.8428,24.8167,24.8167
46892,740.967,143,4,8736,21.8428,21.8428,24.8167,24.8167
46893,740.984,143,4,8741,21.8428,21.8428,24.8167,24.8167
46894,741.001,143,4,8743,21.8428,21.8428,24.8167,24.8167
46895,741.018,143,4,8748,21.8428,21.8428,24.8167,24.8167
46896,741.035,143,4,8750,21.8428,21.8428,24.8167,24.8167
46897,741.052,143,4,8747,21.8428,21.8428,24.8167,24.8167
46898,741.069,143,4,8748,21.8428,21.8428,24.8167,24.8167
46899,741.086,143,4,8749,21.8428,21.8428,24.8167,24.8167
46900,741.103,143,4,8752,21.8428,21.8428,24.8167,24.8167
46901,741.12,143,4,8757,21.8428,21.8428,24.8167,24.8167
46902,741.137,143,4,8763,21.8428,21.8428,24.8167,24.8167
46903,741.154,143,4,8765,21.8428,21.8428,24.8167,24.8167
46904,741.171,143,4,8773,21.8428,21.8428,24.8167,24.8167
46905,741.188,143,4,8781,21.8428,21.8428,24.8167,24.8167
46906,741.205,143,4,8787,21.8428,21.8428,24.8167,24.8167
46907,741.222,143,4,8806,21.8428,21.8428,24.8167,24.8167
46908,741.231,143,4,8821,21.8428,21.8428,24.8167,24.8167
46909,741.248,143,4,8839,21.8428,21.8428,24.8167,24.8167
46910,741.273,143,4,8854,21.8428,21.8428,24.8167,24.8167
46911,741.281,144,4,8867,21.8428,21.8428,24.8167,24.8167
46912,741.307,144,4,8883,21.8428,21.8428,24.8167,24.8167
46913,741.315,144,4,8898,21.8428,21.8428,24.8167,24.8167
46914,741.333,144,4,8914,21.8428,21.8428,24.8167,24.8167
46915,741.351,144,4,8933,21.8428,21.8428,24.8167,24.8167
46916,741.368,145,4,8949,21.8428,21.8428,24.8167,24.8167
46917,741.385,145,4,8967,21.8428,21.8428,24.8167,24.8167
46918,741.402,145,4,8990,21.8428,21.8428,24.8167,24.8167
46919,741.419,146,4,9024,21.8428,21.8428,24.8167,24.8167
46920,741.436,146,4,9103,21.8428,21.8428,24.8167,24.8167
46921,741.453,146,4,9154,21.8428,21.8428,24.8167,24.8167
46922,741.471,147,4,9197,21.8428,21.8428,24.8167,24.8167
46923,741.487,147,4,9240,21.8428,21.8428,24.8167,24.8167
46924,741.504,148,4,9282,21.8428,21.8428,24.8167,24.8167
46925,741.521,148,4,9321,21.8428,21.8428,24.8167,24.8167
46926,741.538,149,4,9368,21.8428,21.8428,24.8167,24.8167
46927,741.554,149,4,9414,21.8428,21.8428,24.8167,24.8167
46928,741.571,150,4,9459,21.8428,21.8428,24.8167,24.8167
46929,741.588,151,4,9505,21.8428,21.8428,24.8167,24.8167
46930,741.605,151,4,9544,21.8428,21.8428,24.8167,24.8167
46931,741.622,152,4,9584,21.8428,21.8428,24.8167,24.8167
46932,741.639,152,4,9637,21.8428,21.8428,24.8167,24.8167
46933,741.647,153,4,9679,21.8428,21.8428,24.8167,24.8167
46934,741.664,154,4,9718,21.8428,21.8428,24.8167,24.8167
46935,741.682,154,4,9756,21.8428,21.8428,24.8167,24.8167
46936,741.699,155,4,9793,21.8428,21.8428,24.8167,24.8167
46937,741.717,156,4,9832,21.8428,21.8428,24.8167,24.8167
46938,741.735,156,4,9875,21.8428,21.8428,24.8167,24.8167
46939,741.753,157,4,9917,21.8428,21.8428,24.8167,24.8167
46940,741.772,158,4,9960,21.8428,21.8428,24.8167,24.8167
46941,741.782,158,4,10003,21.8428,21.8428,24.8167,24.8167
46942,741.801,159,4,10045,21.8428,21.8428,24.8167,24.8167
46943,741.82,160,4,10084,21.8428,21.8428,24.8167,24.8167
46944,741.83,160,4,10084,21.8428,21.8428,24.8167,24.8167
46945,741.848,161,4,10154,21.8428,21.8428,24.8167,24.8167
